X,Y,PURCHASE,FLOORSZ,TYPETRRD,TYPEBNGLW,TYPEFLAT,BLDPWW1,BLDPOSTW,BLD60S,BLD70S,BLD80S,BATH2,BEDS2,GARAGE1,CENTHEAT,UNEMPLOY,PROF,BLDINTW
523400.0,169400.0,95000.000000,50.000000,"0","0","1","0","0","0","0","0","0","0","0","0",3.64077669903,56.28651806970,"1"
527400.0,169400.0,110000.000000,92.000000,"0","0","1","0","0","0","0","0","0","1","0","1",6.30356122643,34.36036223590,"1"
528100.0,169400.0,133150.000000,122.000000,"0","0","1","1","0","0","0","0","0","1","0","1",6.42978003384,28.28374822910,"0"
535100.0,169400.0,100000.000000,80.000000,"0","0","1","1","0","0","0","0","0","1","0","1",4.03808649765,41.76796283330,"0"
536300.0,169400.0,129000.000000,67.000000,"0","0","1","1","0","0","0","0","0","1","0","1",4.03808649765,41.76796283330,"0"
536700.0,169400.0,105000.000000,80.000000,"0","0","1","0","1","0","0","0","0","1","1","1",4.03808649765,41.76796283330,"0"
541100.0,169400.0,63500.000000,43.000000,"0","0","1","0","0","0","0","1","0","0","1","1",2.84564958284,52.20074349440,"0"
541200.0,169400.0,84950.000000,64.000000,"0","0","1","0","0","1","0","0","0","0","0","1",2.84564958284,52.20074349440,"0"
541800.0,169400.0,166000.000000,149.000000,"0","0","1","1","0","0","0","0","0","1","1","1",2.84564958284,52.20074349440,"0"
518900.0,169500.0,115000.000000,55.000000,"0","0","1","0","0","0","0","0","0","0","0","1",5.23903077931,38.14584511020,"1"
524600.0,169500.0,130000.000000,85.000000,"0","0","1","1","0","0","0","0","0","1","0","1",3.18405916187,54.27696346530,"0"
528900.0,169500.0,120000.000000,87.000000,"1","0","0","0","0","0","0","0","0","1","0","1",5.73520439292,33.16257187660,"1"
529600.0,169500.0,93500.000000,74.000000,"0","0","1","0","1","0","0","0","0","1","1","1",5.73520439292,33.16257187660,"0"
536100.0,169500.0,144000.000000,107.000000,"1","0","0","1","0","0","0","0","0","1","0","1",4.03808649765,41.76796283330,"0"
524500.0,169600.0,180000.000000,65.000000,"0","0","1","1","0","0","0","0","0","1","0","1",3.18405916187,54.27696346530,"0"
526700.0,169600.0,58000.000000,35.000000,"0","0","1","0","0","0","0","1","0","0","0","0",6.30356122643,34.36036223590,"0"
530400.0,169600.0,152000.000000,117.000000,"1","0","0","0","0","0","0","0","1","1","0","1",6.08218365228,36.72579238150,"1"
537000.0,169600.0,87950.000000,48.000000,"0","1","0","0","0","1","0","0","0","0","0","1",4.03808649765,41.76796283330,"0"
540600.0,169600.0,132000.000000,67.000000,"1","0","0","1","0","0","0","0","0","1","0","1",3.47727843334,47.96166400440,"0"
544600.0,169600.0,492500.000000,237.000000,"0","0","0","0","0","0","1","0","1","1","1","1",2.95737895042,49.54213764490,"0"
517200.0,169700.0,185000.000000,79.000000,"0","0","1","0","0","0","0","0","0","1","1","1",3.66161616162,56.58056580570,"1"
518700.0,169700.0,215500.000000,88.000000,"1","0","0","1","0","0","0","0","0","1","0","1",3.25624421832,60.43772798330,"0"
518900.0,169700.0,131000.000000,53.000000,"0","0","1","1","0","0","0","0","0","0","0","1",3.25624421832,60.43772798330,"0"
518900.0,169700.0,131000.000000,53.000000,"0","0","1","1","0","0","0","0","0","0","0","1",3.25624421832,60.43772798330,"0"
523200.0,169700.0,300000.000000,122.000000,"1","0","0","1","0","0","0","0","0","1","0","1",3.64077669903,56.28651806970,"0"
528200.0,169700.0,124950.000000,87.000000,"0","0","1","1","0","0","0","0","0","1","1","1",6.42978003384,28.28374822910,"0"
519400.0,169800.0,119500.000000,64.000000,"0","0","1","0","0","0","1","0","0","1","0","1",3.25624421832,60.43772798330,"0"
519400.0,169800.0,137500.000000,94.000000,"0","0","1","0","0","0","0","0","0","1","0","1",3.25624421832,60.43772798330,"1"
523800.0,169800.0,232000.000000,168.000000,"0","0","1","0","0","0","1","0","0","1","0","1",3.04531278664,65.94396264180,"0"
525900.0,169800.0,125000.000000,86.000000,"0","0","1","0","0","0","0","0","0","1","0","1",4.19651995906,51.35675220870,"1"
527800.0,169800.0,86500.000000,53.000000,"0","0","0","0","0","0","0","0","0","0","0","0",6.30356122643,34.36036223590,"0"
529200.0,169800.0,130000.000000,80.000000,"1","0","0","0","0","0","0","0","0","1","0","1",5.73520439292,33.16257187660,"1"
540200.0,169800.0,121500.000000,127.000000,"0","0","1","1","0","0","0","0","0","1","0","1",4.16334131418,43.32302502110,"0"
540600.0,169800.0,145000.000000,82.000000,"1","0","0","1","0","0","0","0","0","1","0","1",4.16334131418,43.32302502110,"0"
540900.0,169800.0,239950.000000,116.000000,"0","0","0","1","0","0","0","0","0","1","0","1",4.16334131418,43.32302502110,"0"
543100.0,169800.0,125000.000000,56.000000,"0","0","1","0","0","1","0","0","0","1","1","1",2.95737895042,49.54213764490,"0"
527600.0,169900.0,105000.000000,78.000000,"1","0","0","0","0","0","0","0","0","1","0","0",6.30356122643,34.36036223590,"1"
536600.0,169900.0,250000.000000,199.000000,"0","0","0","1","0","0","0","0","0","1","1","1",7.03737886479,36.05036447980,"0"
519600.0,170000.0,301000.000000,160.000000,"1","0","0","0","0","0","0","1","1","1","0","1",3.84854127871,50.36997319030,"0"
519600.0,170000.0,301000.000000,160.000000,"1","0","0","0","0","0","0","1","0","1","0","1",3.84854127871,50.36997319030,"0"
526000.0,170000.0,119950.000000,82.000000,"0","0","1","0","0","0","1","0","0","1","0","1",4.19651995906,51.35675220870,"0"
526000.0,170000.0,167500.000000,130.000000,"1","0","0","0","0","0","1","0","0","1","1","1",4.19651995906,51.35675220870,"0"
530500.0,170000.0,164000.000000,116.000000,"0","0","0","0","0","0","0","0","0","1","0","1",6.98518733663,38.22781020810,"1"
534000.0,170000.0,78000.000000,65.000000,"0","0","1","1","0","0","0","0","0","0","0","1",6.73940949936,36.31771950460,"0"
534000.0,170000.0,143000.000000,75.000000,"0","0","1","1","0","0","0","0","0","1","0","1",6.73940949936,36.31771950460,"0"
540200.0,170000.0,109000.000000,76.000000,"0","0","1","1","0","0","0","0","0","1","0","1",4.16334131418,43.32302502110,"0"
545000.0,170000.0,240000.000000,126.000000,"0","0","0","0","0","1","0","0","0","1","1","0",2.95737895042,49.54213764490,"0"
525300.0,170100.0,290000.000000,97.000000,"1","0","0","1","0","0","0","0","0","1","0","1",4.19651995906,51.35675220870,"0"
525900.0,170100.0,249000.000000,91.000000,"1","0","0","1","0","0","0","0","0","0","0","1",4.19651995906,51.35675220870,"0"
529400.0,170100.0,125500.000000,96.000000,"1","0","0","0","0","0","0","0","0","1","0","1",6.98518733663,38.22781020810,"1"
530900.0,170100.0,275000.000000,160.000000,"0","0","0","1","0","0","0","0","0","1","1","1",6.08218365228,36.72579238150,"0"
531800.0,170100.0,175000.000000,95.000000,"1","0","0","0","0","0","0","0","0","1","0","1",6.91815144766,34.61347693620,"1"
534200.0,170100.0,80000.000000,92.000000,"0","0","1","0","1","0","0","0","0","1","0","1",8.01785419078,35.39019963700,"0"
535500.0,170100.0,58000.000000,111.000000,"1","0","0","1","0","0","0","0","0","1","0","1",7.03737886479,36.05036447980,"0"
539500.0,170100.0,104995.000000,68.000000,"0","0","1","0","0","0","0","1","0","0","1","1",3.47727843334,47.96166400440,"0"
539900.0,170100.0,99950.000000,52.000000,"0","0","1","0","0","0","1","0","0","1","1","1",4.16334131418,43.32302502110,"0"
518200.0,170200.0,230000.000000,97.000000,"0","0","0","1","0","0","0","0","0","1","0","1",3.44101123596,55.88375416870,"0"
533800.0,170200.0,91950.000000,84.000000,"0","0","1","0","0","0","0","1","0","1","0","1",8.01785419078,35.39019963700,"0"
533900.0,170200.0,79950.000000,40.000000,"0","0","0","0","0","1","0","0","0","0","0","0",8.01785419078,35.39019963700,"0"
534300.0,170200.0,64000.000000,54.000000,"0","0","1","1","0","0","0","0","0","0","1","1",8.01785419078,35.39019963700,"0"
539500.0,170200.0,98000.000000,64.000000,"0","0","1","0","0","0","0","1","0","0","1","1",3.47727843334,47.96166400440,"0"
512700.0,170300.0,219950.000000,125.000000,"1","0","0","0","0","0","0","0","0","1","0","1",2.90215588723,54.12530686310,"1"
518800.0,170300.0,234750.000000,107.000000,"0","0","0","1","0","0","0","0","0","1","0","1",3.25624421832,60.43772798330,"0"
519500.0,170300.0,144000.000000,72.000000,"0","0","1","0","0","1","0","0","0","1","0","1",3.84854127871,50.36997319030,"0"
524100.0,170300.0,250000.000000,79.000000,"0","0","1","1","0","0","0","0","1","1","0","1",3.04531278664,65.94396264180,"0"
526300.0,170300.0,228000.000000,100.000000,"0","0","0","0","0","0","0","0","0","1","0","1",4.19651995906,51.35675220870,"0"
527600.0,170300.0,157500.000000,95.000000,"0","0","0","0","0","0","0","0","0","1","0","0",5.45019333456,41.17902037280,"1"
533500.0,170300.0,108000.000000,85.000000,"0","0","1","0","0","1","0","0","0","1","0","1",6.73940949936,36.31771950460,"0"
533900.0,170300.0,129950.000000,78.000000,"0","0","1","1","0","0","0","0","0","1","0","1",8.01785419078,35.39019963700,"0"
534000.0,170300.0,82000.000000,49.000000,"0","0","1","1","0","0","0","0","0","0","0","1",8.01785419078,35.39019963700,"0"
537200.0,170300.0,90000.000000,57.000000,"0","0","1","0","0","0","1","0","0","0","1","1",3.54220105045,51.25578086090,"0"
516300.0,170400.0,134500.000000,94.000000,"0","0","1","0","0","1","0","0","0","1","1","0",2.93793609989,61.83660676970,"0"
525300.0,170400.0,185500.000000,60.000000,"0","0","1","0","0","0","0","1","0","1","0","0",4.19651995906,51.35675220870,"0"
526200.0,170400.0,150000.000000,70.000000,"0","0","1","1","0","0","0","0","0","1","0","1",4.19651995906,51.35675220870,"0"
528100.0,170400.0,90000.000000,80.000000,"0","0","1","1","0","0","0","0","0","0","0","1",5.68880079286,33.77192982460,"0"
528200.0,170400.0,147500.000000,107.000000,"1","0","0","0","0","0","0","0","0","1","0","1",5.68880079286,33.77192982460,"1"
530400.0,170400.0,91000.000000,64.000000,"0","0","1","1","0","0","0","0","0","0","0","1",6.98518733663,38.22781020810,"0"
533500.0,170400.0,89950.000000,51.000000,"0","0","1","1","0","0","0","0","0","0","0","1",6.91815144766,34.61347693620,"0"
540400.0,170400.0,169000.000000,121.000000,"0","0","0","0","0","0","0","0","0","1","1","1",4.16334131418,43.32302502110,"1"
518100.0,170500.0,86000.000000,37.000000,"0","0","1","1","0","0","0","0","0","0","0","1",3.44101123596,55.88375416870,"0"
518800.0,170500.0,325000.000000,111.000000,"0","0","0","1","0","0","0","0","0","1","0","1",3.25624421832,60.43772798330,"0"
524700.0,170500.0,218000.000000,78.000000,"1","0","0","1","0","0","0","0","0","1","0","1",2.78309271178,60.62354377010,"0"
525500.0,170500.0,230000.000000,80.000000,"0","0","1","0","0","0","0","1","1","1","0","1",3.85241454151,60.39102932720,"0"
526800.0,170500.0,125000.000000,60.000000,"0","0","1","1","0","0","0","0","0","1","0","1",5.45019333456,41.17902037280,"0"
527900.0,170500.0,56000.000000,42.000000,"0","0","1","1","0","0","0","0","0","0","0","1",5.45019333456,41.17902037280,"0"
535200.0,170500.0,55000.000000,42.000000,"0","0","1","1","0","0","0","0","0","0","0","0",7.03737886479,36.05036447980,"0"
535200.0,170500.0,64000.000000,52.000000,"0","0","1","0","1","0","0","0","0","0","1","1",7.03737886479,36.05036447980,"0"
535200.0,170500.0,72000.000000,55.000000,"0","0","1","1","0","0","0","0","0","0","0","1",7.03737886479,36.05036447980,"0"
535700.0,170500.0,129995.000000,84.000000,"1","0","0","1","0","0","0","0","0","1","0","1",7.03737886479,36.05036447980,"0"
513600.0,170600.0,243000.000000,108.000000,"0","0","1","1","0","0","0","0","0","1","0","1",2.90215588723,54.12530686310,"0"
528000.0,170600.0,185000.000000,89.000000,"1","0","0","1","0","0","0","0","0","1","0","1",5.68880079286,33.77192982460,"0"
528900.0,170600.0,235000.000000,130.000000,"1","0","0","1","0","0","0","0","0","1","0","1",6.04085180356,40.84882657730,"0"
529500.0,170600.0,94500.000000,55.000000,"0","0","1","1","0","0","0","0","0","0","0","1",6.98518733663,38.22781020810,"0"
533200.0,170600.0,76000.000000,54.000000,"0","0","1","1","0","0","0","0","0","0","0","1",6.91815144766,34.61347693620,"0"
539000.0,170600.0,129995.000000,67.000000,"1","0","0","0","0","0","1","0","0","1","0","1",7.75847808106,21.27421498010,"0"
512600.0,170700.0,150000.000000,94.000000,"1","0","0","0","0","0","0","1","0","1","1","1",3.83544032569,42.15599379570,"0"
525500.0,170700.0,280000.000000,84.000000,"1","0","0","1","0","0","0","0","0","1","0","1",3.85241454151,60.39102932720,"0"
525700.0,170700.0,249000.000000,76.000000,"1","0","0","1","0","0","0","0","0","1","0","1",3.85241454151,60.39102932720,"0"
526100.0,170700.0,120000.000000,64.000000,"0","0","1","0","0","0","0","0","0","0","0","0",3.85241454151,60.39102932720,"1"
526100.0,170700.0,132000.000000,58.000000,"0","0","1","1","0","0","0","0","0","1","0","1",3.85241454151,60.39102932720,"0"
527100.0,170700.0,139000.000000,68.000000,"1","0","0","0","0","0","0","1","0","1","0","1",5.45019333456,41.17902037280,"0"
527700.0,170700.0,130000.000000,76.000000,"0","0","1","0","0","0","1","0","0","1","0","1",6.32283991962,42.10244238570,"0"
533600.0,170700.0,113500.000000,100.000000,"0","0","1","1","0","0","0","0","0","1","0","1",6.91815144766,34.61347693620,"0"
539300.0,170700.0,127000.000000,112.000000,"0","0","0","0","1","0","0","0","0","1","1","1",3.47727843334,47.96166400440,"0"
539300.0,170700.0,125000.000000,96.000000,"0","0","0","0","1","0","0","0","0","1","0","1",3.47727843334,47.96166400440,"0"
524700.0,170800.0,450000.000000,152.000000,"0","0","0","0","0","0","0","0","0","1","0","1",3.04531278664,65.94396264180,"1"
524900.0,170800.0,115000.000000,51.000000,"0","0","1","0","0","0","0","1","0","0","0","1",3.04531278664,65.94396264180,"0"
526100.0,170800.0,140000.000000,57.000000,"0","0","1","1","0","0","0","0","0","0","0","1",3.85241454151,60.39102932720,"0"
526800.0,170800.0,132000.000000,53.000000,"0","0","1","0","0","0","0","0","0","1","0","1",5.45019333456,41.17902037280,"1"
533600.0,170800.0,145000.000000,121.000000,"0","0","1","1","0","0","0","0","0","1","0","1",8.80306687491,34.75506445670,"0"
535300.0,170800.0,73000.000000,55.000000,"0","0","1","1","0","0","0","0","0","0","0","1",7.03737886479,36.05036447980,"0"
524000.0,170900.0,190000.000000,55.000000,"0","0","1","1","0","0","0","0","0","0","0","1",3.13247250120,66.74259681090,"0"
527100.0,170900.0,103000.000000,65.000000,"0","0","1","1","0","0","0","0","0","0","0","1",5.45019333456,41.17902037280,"0"
527500.0,170900.0,140000.000000,70.000000,"0","0","1","1","0","0","0","0","0","1","0","1",6.32283991962,42.10244238570,"0"
530000.0,170900.0,106000.000000,70.000000,"0","0","1","0","0","0","0","0","0","1","0","1",6.81632653061,48.71125336930,"1"
532000.0,170900.0,179000.000000,99.000000,"1","0","0","0","0","0","0","0","0","1","1","1",6.91815144766,34.61347693620,"1"
533200.0,170900.0,125000.000000,80.000000,"0","0","1","1","0","0","0","0","0","1","0","1",8.80306687491,34.75506445670,"0"
533400.0,170900.0,107000.000000,89.000000,"0","0","1","1","0","0","0","0","0","1","0","1",8.80306687491,34.75506445670,"0"
547000.0,170900.0,134000.000000,90.000000,"0","0","0","0","1","0","0","0","0","1","0","1",4.63917525773,30.74673425620,"0"
515700.0,171000.0,150000.000000,69.000000,"0","0","1","1","0","0","0","0","0","1","0","1",2.93793609989,61.83660676970,"0"
515800.0,171000.0,114000.000000,61.000000,"0","0","1","0","0","0","0","1","0","0","0","1",2.93793609989,61.83660676970,"0"
516200.0,171000.0,245000.000000,78.000000,"1","0","0","1","0","0","0","0","0","1","0","1",2.93793609989,61.83660676970,"0"
518700.0,171000.0,208000.000000,110.000000,"0","0","0","0","0","0","0","0","0","1","1","1",3.44101123596,55.88375416870,"1"
525000.0,171000.0,135500.000000,55.000000,"0","0","1","1","0","0","0","0","1","1","0","1",3.04531278664,65.94396264180,"0"
525500.0,171000.0,147500.000000,46.000000,"0","0","1","1","0","0","0","0","0","0","0","1",3.85241454151,60.39102932720,"0"
527300.0,171000.0,152950.000000,79.000000,"0","0","1","1","0","0","0","0","0","1","0","1",6.32283991962,42.10244238570,"0"
527900.0,171000.0,90000.000000,53.000000,"0","0","1","0","0","0","1","0","0","0","0","1",6.32283991962,42.10244238570,"0"
535300.0,171000.0,117500.000000,65.000000,"0","0","1","1","0","0","0","0","0","1","0","1",7.03737886479,36.05036447980,"0"
543700.0,171000.0,134500.000000,93.000000,"1","0","0","1","0","0","0","0","0","1","0","0",2.95737895042,49.54213764490,"0"
512200.0,171100.0,133500.000000,69.000000,"0","0","0","0","0","0","0","1","0","1","0","1",3.83544032569,42.15599379570,"0"
513800.0,171100.0,114950.000000,53.000000,"0","0","1","1","0","0","0","0","0","0","0","1",3.83544032569,42.15599379570,"0"
525300.0,171100.0,227500.000000,92.000000,"1","0","0","1","0","0","0","0","0","1","0","1",3.40244550771,61.37655860350,"0"
527300.0,171100.0,155000.000000,64.000000,"0","0","1","0","0","0","0","0","0","1","0","1",6.32283991962,42.10244238570,"1"
527800.0,171100.0,97500.000000,64.000000,"0","0","1","1","0","0","0","0","0","0","0","1",6.32283991962,42.10244238570,"0"
528200.0,171100.0,166500.000000,97.000000,"1","0","0","0","0","0","0","0","0","1","0","1",6.32283991962,42.10244238570,"1"
533000.0,171100.0,114000.000000,85.000000,"0","0","1","1","0","0","0","0","0","1","0","1",8.80306687491,34.75506445670,"0"
533600.0,171100.0,86500.000000,48.000000,"0","0","1","0","0","0","1","0","0","0","1","0",7.12916826370,45.37716466100,"0"
511600.0,171200.0,147000.000000,99.000000,"0","0","0","0","0","1","0","0","0","1","1","1",5.93002569678,22.85896501460,"0"
513800.0,171200.0,389950.000000,156.000000,"0","0","0","0","0","0","0","0","1","1","0","1",3.83544032569,42.15599379570,"0"
513900.0,171200.0,125000.000000,61.000000,"0","0","1","1","0","0","0","0","0","1","0","1",3.23754789272,57.42848027230,"0"
516200.0,171200.0,225000.000000,71.000000,"1","0","0","1","0","0","0","0","0","1","0","1",2.93793609989,61.83660676970,"0"
525900.0,171200.0,147000.000000,69.000000,"0","0","1","0","1","0","0","0","0","1","0","1",3.40244550771,61.37655860350,"0"
527500.0,171200.0,145000.000000,84.000000,"0","0","1","0","1","0","0","0","0","1","0","1",6.32283991962,42.10244238570,"0"
527800.0,171200.0,123000.000000,58.000000,"0","0","1","1","0","0","0","0","0","0","0","1",6.32283991962,42.10244238570,"0"
529500.0,171200.0,125000.000000,95.000000,"0","0","1","1","0","0","0","0","0","1","0","1",6.81632653061,48.71125336930,"0"
530300.0,171200.0,115000.000000,88.000000,"0","0","1","1","0","0","0","0","0","1","0","1",8.58208955224,43.68279569890,"0"
533500.0,171200.0,110000.000000,100.000000,"0","0","1","0","0","1","0","0","0","1","0","1",7.12916826370,45.37716466100,"0"
535500.0,171200.0,119000.000000,74.000000,"0","0","1","1","0","0","0","0","0","1","0","1",8.76193001060,34.15409054810,"0"
540400.0,171200.0,125000.000000,110.000000,"0","0","0","0","0","0","0","0","0","1","0","1",4.16334131418,43.32302502110,"1"
542900.0,171200.0,175000.000000,100.000000,"0","0","0","0","0","0","0","0","0","1","1","1",6.00088573959,27.68787848700,"1"
527300.0,171300.0,99950.000000,46.000000,"0","0","1","1","0","0","0","0","0","0","0","1",6.12216884008,39.36443236710,"0"
528300.0,171300.0,97500.000000,44.000000,"0","0","1","0","0","0","0","1","0","0","0","1",6.32283991962,42.10244238570,"0"
529800.0,171300.0,103500.000000,55.000000,"0","0","1","1","0","0","0","0","0","0","0","1",6.81632653061,48.71125336930,"0"
535000.0,171300.0,75000.000000,57.000000,"0","0","1","0","0","1","0","0","0","1","1","1",8.76193001060,34.15409054810,"0"
535900.0,171300.0,136000.000000,100.000000,"0","0","1","1","0","0","0","0","0","1","0","1",8.76193001060,34.15409054810,"0"
515400.0,171400.0,200000.000000,92.000000,"1","0","0","1","0","0","0","0","0","1","0","1",3.23754789272,57.42848027230,"0"
517800.0,171400.0,153000.000000,64.000000,"0","0","1","0","0","0","0","0","0","1","0","1",3.44101123596,55.88375416870,"0"
525400.0,171400.0,104500.000000,70.000000,"0","0","1","0","1","0","0","0","0","1","0","1",3.40244550771,61.37655860350,"0"
528800.0,171400.0,273000.000000,157.000000,"1","0","0","1","0","0","0","0","0","1","0","1",6.04085180356,40.84882657730,"0"
538700.0,171400.0,45000.000000,81.000000,"0","0","1","0","0","0","0","0","0","1","0","1",7.75847808106,21.27421498010,"0"
545900.0,171400.0,84000.000000,53.000000,"0","0","1","0","0","0","0","0","0","0","0","1",2.73802115744,40.63465019700,"0"
510200.0,171500.0,59000.000000,30.000000,"0","0","1","0","0","0","0","1","0","0","0","0",5.93002569678,22.85896501460,"0"
513800.0,171500.0,124000.000000,68.000000,"0","0","1","0","0","1","0","0","0","1","1","1",3.23754789272,57.42848027230,"0"
514500.0,171500.0,333000.000000,144.000000,"0","0","0","0","0","0","0","0","1","1","0","1",3.23754789272,57.42848027230,"1"
514900.0,171500.0,399950.000000,168.000000,"0","0","0","1","0","0","0","0","0","1","1","1",3.23754789272,57.42848027230,"0"
515200.0,171500.0,273000.000000,107.000000,"1","0","0","1","0","0","0","0","0","1","0","1",3.23754789272,57.42848027230,"0"
528100.0,171500.0,152000.000000,70.000000,"1","0","0","0","0","0","0","0","0","1","0","1",6.32283991962,42.10244238570,"1"
529300.0,171500.0,80000.000000,71.000000,"0","0","1","0","0","0","0","0","0","1","0","1",6.04085180356,40.84882657730,"1"
531300.0,171500.0,82000.000000,54.000000,"0","0","1","1","0","0","0","0","0","0","0","1",8.46164915815,38.53403141360,"0"
536200.0,171500.0,119950.000000,93.000000,"1","0","0","1","0","0","0","0","0","1","0","1",8.76193001060,34.15409054810,"0"
536200.0,171500.0,118000.000000,93.000000,"1","0","0","1","0","0","0","0","0","1","0","1",8.76193001060,34.15409054810,"0"
539500.0,171500.0,107000.000000,81.000000,"1","0","0","0","1","0","0","0","0","1","0","1",7.75847808106,21.27421498010,"0"
540200.0,171500.0,118000.000000,82.000000,"1","0","0","0","0","0","0","0","0","1","1","1",4.16334131418,43.32302502110,"1"
509800.0,171600.0,124950.000000,72.000000,"1","0","0","0","0","0","0","0","0","1","0","1",4.47434819176,28.21149751600,"1"
512400.0,171600.0,115000.000000,87.000000,"1","0","0","0","0","0","0","0","0","1","0","0",5.93002569678,22.85896501460,"1"
515000.0,171600.0,110000.000000,45.000000,"0","0","1","0","0","1","0","0","0","0","0","1",3.23754789272,57.42848027230,"0"
530400.0,171600.0,140000.000000,64.000000,"0","0","1","1","0","0","0","0","0","1","0","1",6.81632653061,48.71125336930,"0"
530500.0,171600.0,185000.000000,80.000000,"0","0","0","1","0","0","0","0","0","1","0","1",8.58208955224,43.68279569890,"0"
531400.0,171600.0,87000.000000,48.000000,"0","0","1","1","0","0","0","0","0","0","0","1",8.46164915815,38.53403141360,"0"
531700.0,171600.0,125500.000000,92.000000,"0","0","1","1","0","0","0","0","0","1","0","0",8.46164915815,38.53403141360,"0"
532500.0,171600.0,139000.000000,70.000000,"1","0","0","1","0","0","0","0","0","1","0","1",8.80306687491,34.75506445670,"0"
532700.0,171600.0,87500.000000,56.000000,"1","0","0","1","0","0","0","0","0","0","0","1",8.80306687491,34.75506445670,"0"
536300.0,171600.0,55000.000000,41.000000,"0","0","1","1","0","0","0","0","0","0","0","1",8.76193001060,34.15409054810,"0"
539300.0,171600.0,115000.000000,84.000000,"1","0","0","0","0","0","0","0","0","1","1","1",7.75847808106,21.27421498010,"1"
513700.0,171700.0,390000.000000,184.000000,"0","0","0","0","0","0","0","0","1","1","1","1",3.23754789272,57.42848027230,"1"
514800.0,171700.0,210000.000000,94.000000,"1","0","0","1","0","0","0","0","0","1","0","1",3.23754789272,57.42848027230,"0"
517900.0,171700.0,135000.000000,67.000000,"0","0","1","0","0","0","0","0","0","1","1","1",4.92942911312,45.84821911880,"1"
526500.0,171700.0,110000.000000,71.000000,"0","0","1","0","0","0","0","0","0","1","0","1",6.12216884008,39.36443236710,"1"
531800.0,171700.0,96950.000000,50.000000,"0","0","1","1","0","0","0","0","0","1","0","1",8.46164915815,38.53403141360,"0"
536300.0,171700.0,41000.000000,25.000000,"0","0","1","1","0","0","0","0","0","0","0","1",8.76193001060,34.15409054810,"0"
539700.0,171700.0,93000.000000,73.000000,"0","0","0","0","0","0","0","0","0","1","1","1",7.75847808106,21.27421498010,"1"
547000.0,171700.0,235000.000000,167.000000,"0","0","0","0","0","0","0","0","1","1","1","1",4.63917525773,30.74673425620,"1"
512800.0,171800.0,134950.000000,122.000000,"0","0","0","0","0","1","0","0","0","1","0","1",3.83544032569,42.15599379570,"0"
527600.0,171800.0,114500.000000,47.000000,"0","0","1","0","0","0","0","0","0","0","0","1",6.12216884008,39.36443236710,"0"
532300.0,171800.0,115000.000000,123.000000,"1","0","0","0","0","0","1","0","0","1","1","1",8.80306687491,34.75506445670,"0"
532500.0,171800.0,65000.000000,58.000000,"0","0","1","0","0","0","0","0","0","0","0","1",8.80306687491,34.75506445670,"0"
532600.0,171800.0,137500.000000,82.000000,"0","0","0","1","0","0","0","0","0","1","0","1",8.80306687491,34.75506445670,"0"
536000.0,171800.0,245000.000000,162.000000,"1","0","0","1","0","0","0","0","0","1","0","1",8.76193001060,34.15409054810,"0"
539300.0,171800.0,100000.000000,89.000000,"1","0","0","0","1","0","0","0","1","1","0","0",7.75847808106,21.27421498010,"0"
517100.0,171900.0,131000.000000,84.000000,"0","0","1","0","0","1","0","0","0","1","0","1",4.92942911312,45.84821911880,"0"
530800.0,171900.0,175000.000000,100.000000,"0","0","1","1","0","0","0","0","0","1","0","1",8.58208955224,43.68279569890,"0"
532700.0,171900.0,147500.000000,92.000000,"1","0","0","1","0","0","0","0","0","1","0","1",8.80306687491,34.75506445670,"0"
536000.0,171900.0,119000.000000,77.000000,"0","0","1","1","0","0","0","0","0","1","0","1",7.10027818254,37.95301780890,"0"
536100.0,171900.0,129995.000000,70.000000,"1","0","0","1","0","0","0","0","0","1","0","1",7.10027818254,37.95301780890,"0"
541400.0,171900.0,117000.000000,95.000000,"1","0","0","0","0","0","0","0","1","1","0","1",6.63941358895,32.33163594640,"1"
544200.0,171900.0,98950.000000,70.000000,"0","0","1","0","1","0","0","0","0","1","0","1",2.95737895042,49.54213764490,"0"
546400.0,171900.0,158000.000000,96.000000,"1","0","0","0","0","0","0","1","0","1","1","1",2.76471694565,44.85935509160,"0"
546700.0,171900.0,88000.000000,77.000000,"0","0","1","1","0","0","0","0","0","1","0","1",2.76471694565,44.85935509160,"0"
538100.0,172000.0,91000.000000,76.000000,"0","0","1","0","1","0","0","0","0","1","0","1",7.58988015979,25.61550550030,"0"
541300.0,172000.0,117000.000000,98.000000,"0","0","0","0","0","0","0","0","0","1","1","1",6.63941358895,32.33163594640,"1"
541700.0,172000.0,95000.000000,90.000000,"1","0","0","1","0","0","0","0","0","1","0","1",6.63941358895,32.33163594640,"0"
526500.0,172100.0,124000.000000,50.000000,"0","0","1","1","0","0","0","0","0","0","0","1",4.58835867855,46.41768888190,"0"
527400.0,172100.0,220000.000000,130.000000,"1","0","0","0","0","0","0","0","0","1","0","1",6.12216884008,39.36443236710,"1"
530900.0,172100.0,190000.000000,95.000000,"1","0","0","0","0","0","0","0","0","1","0","1",8.58208955224,43.68279569890,"1"
534800.0,172100.0,72000.000000,50.000000,"0","0","1","1","0","0","0","0","0","0","0","1",7.71712826029,40.92383079920,"0"
535700.0,172100.0,128000.000000,134.000000,"1","0","0","0","0","1","0","0","0","1","1","1",7.10027818254,37.95301780890,"0"
